case_id,activity,timestamp,resource,department,supplier,amount,amount_category,variant
PO-2024-00236,購買依頼_承認,2024-11-07 08:14:55,課長_A,製造部,大阪精密製作所,1827000,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00263,発注書_作成,2024-11-07 08:22:25,購買_B,製造部,信越マテリアル,99000,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00606,請求書_照合,2024-11-07 08:25:57,購買_C,情報システム部,東北精密,613000,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-PART-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00273,サプライヤー_選定,2024-11-07 08:27:19,購買_A,品質管理部,大阪精密製作所,35600,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00191,購買依頼_差戻し,2024-11-07 08:28:56,課長_A,営業部,東北精密,287900,中口,REQ-REJ-RESUB-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00402,見積依頼_送付,2024-11-07 08:29:08,購買_C,製造部,北海道素材,1229200,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-PART-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00301,上位承認_エスカレーション,2024-11-07 08:36:18,部長_B,情報システム部,信越マテリアル,31010800,特別,REQ-APR1-ESC-URG-RFQ-ARFQ-QR-NEG-QR2-SS-CONT-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00140,サプライヤー_選定,2024-11-07 08:38:45,購買_E,品質管理部,北海道素材,63300,小口,REQ-APR1-RFQ-QR-NEG-QR2-SS-POC-POAPR-POSND-PART-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00413,請求書_受領,2024-11-07 08:38:54,購買_E,物流部,北海道素材,126500,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00170,サプライヤー_選定,2024-11-07 08:40:27,購買_D,総務部,信越マテリアル,83000,小口,REQ-APR1-RFQ-QR-SS-POC-POREJ-POFIX-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00586,支払_承認,2024-11-07 08:47:00,課長_F,物流部,九州電子部品,1098600,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00255,検収_実施,2024-11-07 08:58:14,担当者_F3,製造部,東京部品工業,439300,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-DEF-CLM-INS2-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00441,請求書_照合,2024-11-07 09:06:32,購買_E,営業部,信越マテリアル,46100,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00422,購買依頼_作成,2024-11-07 09:58:53,担当者_A2,研究開発部,東北精密,420800,中口,REQ-REJ-RESUB-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00004,請求書_受領,2024-11-07 10:16:47,購買_E,総務部,東北精密,418900,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00273,発注書_作成,2024-11-07 10:51:13,購買_A,品質管理部,大阪精密製作所,35600,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00013,上位承認_エスカレーション,2024-11-07 11:35:28,部長_E,製造部,東北精密,1640100,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00140,発注書_作成,2024-11-07 12:22:22,購買_E,品質管理部,北海道素材,63300,小口,REQ-APR1-RFQ-QR-NEG-QR2-SS-POC-POAPR-POSND-PART-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00263,発注書_承認,2024-11-07 13:41:15,課長_D,製造部,信越マテリアル,99000,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00606,支払_承認,2024-11-07 13:52:07,課長_B,情報システム部,東北精密,613000,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-PART-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00441,支払_承認,2024-11-07 14:28:04,課長_A,営業部,信越マテリアル,46100,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00437,請求書_照合,2024-11-07 14:37:45,購買_B,研究開発部,北海道素材,258600,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-REMIND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00402,追加見積_依頼,2024-11-07 15:44:02,購買_C,製造部,北海道素材,1229200,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-PART-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00224,検収_実施,2024-11-07 15:53:22,担当者_C5,総務部,中部機械製作所,1902700,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00263,発注書_送付,2024-11-07 15:56:42,購買_B,製造部,信越マテリアル,99000,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00170,発注書_作成,2024-11-07 16:16:16,購買_D,総務部,信越マテリアル,83000,小口,REQ-APR1-RFQ-QR-SS-POC-POREJ-POFIX-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00536,検収_実施,2024-11-07 16:40:41,担当者_C5,製造部,四国化学工業,1213000,大口,REQ-REJ-RESUB-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00013,見積依頼_送付,2024-11-07 16:45:34,購買_A,製造部,東北精密,1640100,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00600,サプライヤー_選定,2024-11-07 17:09:42,購買_B,品質管理部,アジア商事,57100,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00023,サプライヤー_選定,2024-11-07 17:33:03,購買_C,営業部,東京部品工業,937700,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00244,見積書_受領,2024-11-07 18:34:27,購買_B,物流部,四国化学工業,19200,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00236,上位承認_エスカレーション,2024-11-08 08:02:56,部長_C,製造部,大阪精密製作所,1827000,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00422,購買依頼_差戻し,2024-11-08 08:02:57,課長_E,研究開発部,東北精密,420800,中口,REQ-REJ-RESUB-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00273,発注書_承認,2024-11-08 08:18:44,課長_B,品質管理部,大阪精密製作所,35600,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00191,購買依頼_再申請,2024-11-08 08:20:24,担当者_E4,営業部,東北精密,287900,中口,REQ-REJ-RESUB-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00264,購買依頼_作成,2024-11-08 08:27:30,担当者_C5,製造部,大阪精密製作所,35400,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-DEF-CLM-INS2-INV-MATCH-PAPR-PAY
PO-2024-00043,支払_承認,2024-11-08 08:35:33,課長_A,研究開発部,東京部品工業,361900,中口,REQ-APR1-RFQ-QR-NEG-QR2-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00004,請求書_照合,2024-11-08 08:44:13,購買_E,総務部,東北精密,418900,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00013,追加見積_依頼,2024-11-08 08:46:07,購買_A,製造部,東北精密,1640100,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00023,発注書_作成,2024-11-08 08:49:09,購買_C,営業部,東京部品工業,937700,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00600,発注書_作成,2024-11-08 08:52:47,購買_B,品質管理部,アジア商事,57100,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00413,請求書_照合,2024-11-08 08:54:13,購買_E,物流部,北海道素材,126500,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00140,発注書_承認,2024-11-08 09:23:38,課長_G,品質管理部,北海道素材,63300,小口,REQ-APR1-RFQ-QR-NEG-QR2-SS-POC-POAPR-POSND-PART-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00244,サプライヤー_選定,2024-11-08 09:28:36,購買_B,物流部,四国化学工業,19200,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00273,発注書_送付,2024-11-08 09:36:05,購買_A,品質管理部,大阪精密製作所,35600,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00303,見積書_受領,2024-11-08 09:58:33,購買_A,製造部,大阪精密製作所,311900,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00170,発注書_差戻し,2024-11-08 11:01:37,課長_G,総務部,信越マテリアル,83000,小口,REQ-APR1-RFQ-QR-SS-POC-POREJ-POFIX-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00370,購買依頼_作成,2024-11-08 11:45:34,担当者_C3,製造部,東京部品工業,50400,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-REMIND-DLV-INS-DEF-RET-REDLV-INS2-INV-MATCH-PAPR-PAY
PO-2024-00140,発注書_送付,2024-11-08 12:31:28,購買_E,品質管理部,北海道素材,63300,小口,REQ-APR1-RFQ-QR-NEG-QR2-SS-POC-POAPR-POSND-PART-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00244,発注書_作成,2024-11-08 13:09:32,購買_B,物流部,四国化学工業,19200,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00437,支払_承認,2024-11-08 13:31:56,課長_B,研究開発部,北海道素材,258600,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-REMIND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00264,購買依頼_承認,2024-11-08 13:48:04,課長_E,製造部,大阪精密製作所,35400,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-DEF-CLM-INS2-INV-MATCH-PAPR-PAY
PO-2024-00264,見積依頼_送付,2024-11-08 15:30:30,購買_A,製造部,大阪精密製作所,35400,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-DEF-CLM-INS2-INV-MATCH-PAPR-PAY
PO-2024-00191,購買依頼_承認,2024-11-08 15:57:47,課長_G,営業部,東北精密,287900,中口,REQ-REJ-RESUB-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00236,見積依頼_送付,2024-11-08 15:58:54,購買_E,製造部,大阪精密製作所,1827000,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00170,発注書_修正,2024-11-08 16:23:30,購買_D,総務部,信越マテリアル,83000,小口,REQ-APR1-RFQ-QR-SS-POC-POREJ-POFIX-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00370,購買依頼_承認,2024-11-08 16:54:20,課長_B,製造部,東京部品工業,50400,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-REMIND-DLV-INS-DEF-RET-REDLV-INS2-INV-MATCH-PAPR-PAY
PO-2024-00023,発注書_承認,2024-11-08 17:49:08,課長_D,営業部,東京部品工業,937700,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00161,見積書_受領,2024-11-08 18:13:20,購買_D,物流部,関東電気工業,154000,中口,REQ-REJ-RESUB-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00425,請求書_受領,2024-11-08 20:51:08,購買_B,総務部,四国化学工業,4331700,高額,REQ-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-CONT-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00127,請求書_受領,2024-11-08 22:08:41,購買_C,研究開発部,中部機械製作所,29488800,特別,REQ-APR1-ESC-URG-RFQ-ARFQ-QR-NEG-QR2-SS-CONT-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00010,見積書_受領,2024-11-08 22:55:57,購買_C,製造部,中部機械製作所,1044200,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00061,納品_受領,2024-11-09 05:07:45,担当者_C1,研究開発部,アジア商事,10900,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-DEF-RET-REDLV-INS2-INV-MATCH-PAPR-PAY
PO-2024-00134,納品_受領,2024-11-09 06:51:17,担当者_C5,総務部,中部機械製作所,37600,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00057,納品_受領,2024-11-09 08:04:21,担当者_G1,営業部,東北精密,28800,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-DEF-CLM-INS2-INV-MATCH-PAPR-PAY
PO-2024-00559,納期_督促,2024-11-09 08:16:17,購買_E,営業部,四国化学工業,95000,小口,REQ-APR1-RFQ-QR-NEG-QR2-SS-POC-POAPR-POSND-REMIND-PART-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00264,見積書_受領,2024-11-09 09:23:14,購買_A,製造部,大阪精密製作所,35400,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-DEF-CLM-INS2-INV-MATCH-PAPR-PAY
PO-2024-00479,納品_受領,2024-11-09 09:52:06,担当者_E2,品質管理部,関東電気工業,210000,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-DEF-RET-REDLV-INS2-INV-MATCH-PAPR-PAY
PO-2024-00550,見積書_受領,2024-11-09 10:12:32,購買_C,物流部,東京部品工業,38814500,特別,REQ-APR1-ESC-URG-RFQ-ARFQ-QR-SS-CONT-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00402,見積書_受領,2024-11-09 11:30:13,購買_C,製造部,北海道素材,1229200,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-PART-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00519,請求書_受領,2024-11-09 14:25:42,購買_E,製造部,アジア商事,1012900,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00513,見積書_受領,2024-11-09 17:02:54,購買_E,情報システム部,アジア商事,323400,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-PART-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00391,請求書_受領,2024-11-09 18:40:07,購買_B,情報システム部,東北精密,430600,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-REMIND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00263,納品_受領,2024-11-09 22:19:26,担当者_B2,製造部,信越マテリアル,99000,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00015,納品_受領,2024-11-10 03:03:42,担当者_F3,研究開発部,グローバルパーツJP,637500,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00466,請求書_受領,2024-11-10 07:16:31,購買_A,情報システム部,九州電子部品,1160700,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00559,部分納品_受領,2024-11-10 12:39:05,担当者_A4,営業部,四国化学工業,95000,小口,REQ-APR1-RFQ-QR-NEG-QR2-SS-POC-POAPR-POSND-REMIND-PART-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00329,請求書_受領,2024-11-10 20:08:29,購買_A,品質管理部,中部機械製作所,2537000,高額,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-CONT-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00536,請求書_受領,2024-11-10 21:25:48,購買_C,製造部,四国化学工業,1213000,大口,REQ-REJ-RESUB-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00491,請求書_修正依頼,2024-11-10 23:10:02,購買_E,研究開発部,信越マテリアル,9334600,高額,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-CONT-POC-POAPR-POSND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00281,部分納品_受領,2024-11-11 01:35:02,担当者_F3,情報システム部,グローバルパーツJP,616900,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-POC-POAPR-POSND-PART-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00391,請求書_照合,2024-11-11 08:00:53,購買_B,情報システム部,東北精密,430600,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-REMIND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00191,見積依頼_送付,2024-11-11 08:03:48,購買_A,営業部,東北精密,287900,中口,REQ-REJ-RESUB-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00425,請求書_照合,2024-11-11 08:07:45,購買_B,総務部,四国化学工業,4331700,高額,REQ-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-CONT-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00413,支払_承認,2024-11-11 08:18:12,課長_C,物流部,北海道素材,126500,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00301,緊急承認_処理,2024-11-11 08:21:28,本部長_A,情報システム部,信越マテリアル,31010800,特別,REQ-APR1-ESC-URG-RFQ-ARFQ-QR-NEG-QR2-SS-CONT-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00600,発注書_承認,2024-11-11 08:24:24,課長_A,品質管理部,アジア商事,57100,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00127,請求書_照合,2024-11-11 08:25:53,購買_C,研究開発部,中部機械製作所,29488800,特別,REQ-APR1-ESC-URG-RFQ-ARFQ-QR-NEG-QR2-SS-CONT-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00303,サプライヤー_選定,2024-11-11 08:31:30,購買_A,製造部,大阪精密製作所,311900,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00244,発注書_承認,2024-11-11 08:31:41,課長_D,物流部,四国化学工業,19200,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00010,サプライヤー_選定,2024-11-11 08:32:55,購買_C,製造部,中部機械製作所,1044200,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00057,検収_実施,2024-11-11 08:38:36,担当者_G1,営業部,東北精密,28800,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-DEF-CLM-INS2-INV-MATCH-PAPR-PAY
PO-2024-00236,追加見積_依頼,2024-11-11 08:39:23,購買_E,製造部,大阪精密製作所,1827000,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00560,購買依頼_作成,2024-11-11 08:40:57,担当者_G4,品質管理部,アジア商事,189400,中口,REQ-APR1-RFQ-QR-NEG-QR2-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00263,検収_実施,2024-11-11 08:41:33,担当者_B2,製造部,信越マテリアル,99000,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00004,支払_承認,2024-11-11 08:42:16,課長_G,総務部,東北精密,418900,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00161,サプライヤー_選定,2024-11-11 08:44:45,購買_D,物流部,関東電気工業,154000,中口,REQ-REJ-RESUB-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00475,緊急承認_処理,2024-11-11 08:45:17,役員_A,物流部,信越マテリアル,40265800,特別,REQ-APR1-ESC-URG-BUDCHK-RFQ-ARFQ-QR-NEG-QR2-SS-CONT-POC-POREJ-POFIX-POAPR-POSND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00152,購買依頼_作成,2024-11-11 08:45:35,担当者_G5,営業部,大阪精密製作所,1830800,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-MISMATCH-INVFIX-INV2-MATCH2-PAPR-PAY
PO-2024-00370,見積依頼_送付,2024-11-11 08:50:40,購買_C,製造部,東京部品工業,50400,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-REMIND-DLV-INS-DEF-RET-REDLV-INS2-INV-MATCH-PAPR-PAY
PO-2024-00023,発注書_送付,2024-11-11 08:58:28,購買_C,営業部,東京部品工業,937700,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00170,発注書_承認,2024-11-11 09:18:36,課長_E,総務部,信越マテリアル,83000,小口,REQ-APR1-RFQ-QR-SS-POC-POREJ-POFIX-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00329,請求書_照合,2024-11-11 09:50:59,購買_A,品質管理部,中部機械製作所,2537000,高額,REQ-APR1-ESC-RFQ-ARFQ-QR-SS-CONT-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00600,発注書_送付,2024-11-11 10:00:50,購買_B,品質管理部,アジア商事,57100,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00244,発注書_送付,2024-11-11 10:53:30,購買_B,物流部,四国化学工業,19200,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00057,不良品_報告,2024-11-11 11:04:48,担当者_G1,営業部,東北精密,28800,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-DEF-CLM-INS2-INV-MATCH-PAPR-PAY
PO-2024-00035,購買依頼_作成,2024-11-11 11:28:58,担当者_G4,情報システム部,中部機械製作所,70300,小口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-REMIND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00301,見積依頼_送付,2024-11-11 11:31:22,購買_B,情報システム部,信越マテリアル,31010800,特別,REQ-APR1-ESC-URG-RFQ-ARFQ-QR-NEG-QR2-SS-CONT-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00287,購買依頼_作成,2024-11-11 11:36:42,担当者_C2,製造部,アジア商事,185400,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00276,購買依頼_作成,2024-11-11 11:42:42,担当者_E3,製造部,四国化学工業,470000,中口,REQ-APR1-RFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00010,発注書_作成,2024-11-11 12:20:47,購買_C,製造部,中部機械製作所,1044200,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00536,請求書_照合,2024-11-11 12:35:34,購買_C,製造部,四国化学工業,1213000,大口,REQ-REJ-RESUB-APR1-ESC-RFQ-ARFQ-QR-SS-POC-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00232,購買依頼_作成,2024-11-11 12:54:53,担当者_D3,物流部,北海道素材,1322800,大口,REQ-APR1-ESC-RFQ-ARFQ-QR-NEG-QR2-SS-POC-POAPR-POSND-REMIND-DLV-INS-INV-MATCH-PAPR-PAY
PO-2024-00170,発注書_送付,2024-11-11 13:12:44,購買_D,総務部,信越マテリアル,83000,小口,REQ-APR1-RFQ-QR-SS-POC-POREJ-POFIX-POAPR-POSND-DLV-INS-INV-MATCH-PAPR-PAY
